station_code,state,source,source_url,retrieval_date,confidence,method
WGJ,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
AHZ,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
MFKA,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
SHNG,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BDKN,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
SLN,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
PKX,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BDIN,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
LBA,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
MWP,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
CHDA,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
KEPR,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
NIMG,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
HRPG,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
SKN,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
SVZ,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BKSA,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
JOP,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
JNUK,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
ARA,Bihar,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
JMIR,Bihar,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
KUA,Bihar,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
DURE,Bihar,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
TWG,Bihar,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
VKDH,Bihar,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
RPR,Bihar,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
SKRI,Bihar,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
